"Data Source","World Development Indicators",

"Last Updated Date","2019-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Spain","ESP","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","56.567","57.303","58.308","59.306","60.298","61.278","62.251","63.214","64.168","65.108","66.038","66.848","67.541","68.224","68.901","69.57","70.231","70.883","71.527","72.162","72.789","73.279","73.515","73.749","73.982","74.213","74.444","74.673","74.9","75.126","75.351","75.528","75.61","75.692","75.774","75.856","75.938","76.019","76.1","76.181","76.262","76.343","76.533","76.778","77.022","77.263","77.502","77.74","77.976","78.21","78.442","78.673","78.902","79.133","79.366","79.602","79.84","80.08","80.321",
"Estonia","EST","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","57.533","58.304","59.072","59.836","60.596","61.348","62.097","62.839","63.577","64.307","64.947","65.483","66.017","66.545","67.069","67.589","68.106","68.617","69.124","69.497","69.711","69.924","70.136","70.347","70.558","70.767","70.975","71.183","71.39","71.415","71.231","71.046","70.86","70.674","70.487","70.3","70.111","69.923","69.733","69.543","69.368","69.242","69.116","68.989","68.862","68.735","68.607","68.479","68.351","68.223","68.094","67.965","67.974","68.122","68.269","68.416","68.563","68.717","68.88",
"Ethiopia","ETH","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","6.433","6.65","6.874","7.104","7.342","7.587","7.84","8.1","8.26","8.422","8.588","8.756","8.928","9.102","9.279","9.46","9.644","9.83","10.02","10.214","10.41","10.61","10.813","11.02","11.232","11.453","11.679","11.909","12.143","12.38","12.621","12.867","13.116","13.37","13.627","13.827","14.006","14.186","14.369","14.553","14.74","14.927","15.118","15.31","15.504","15.7","15.899","16.116","16.51","16.91","17.319","17.735","18.16","18.575","18.998","19.428","19.866","20.31","20.763",
"European Union","EUU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","61.2081610662945","61.6676754421186","62.1171819855851","62.6074014256149","63.0950113458092","63.586283883827","64.0630388842267","64.5115372617013","64.9303480110052","65.3035228914086","65.6728960230108","66.0493291797005","66.4244070566462","66.7816547924084","67.1272578175289","67.4348072851324","67.7174037360664","68.0173675453473","68.3259895408798","68.6255786704079","68.909852354806","69.1562086847271","69.3205091894175","69.4562510357616","69.5679351911129","69.6701951011166","69.7963751549972","69.9746407170437","70.1480361325224","70.2769841411465","70.4200113216173","70.5841717441737","70.7292177406106","70.8498720996852","70.9807633770995","71.1125246735966","71.2436878074824","71.370216705697","71.4945649401902","71.6232498428122","71.7696504227865","71.9478040773064","72.1857789922295","72.4175014215949","72.6461874162751","72.8760120180674","73.1044771733421","73.3354652649623","73.5655064764825","73.7866239806026","74.0090595540191","74.2226044292292","74.4263589678927","74.623311244212","74.8173163186038","75.0226115695433","75.2333074494743","75.4464923946121","75.6656484657532",
"Fragile and conflict affected situations","FCS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.4267729331089","17.9105910659506","18.4118266785397","18.933667669002","19.4714208494976","20.0479787203755","20.5948951190727","21.1510533572166","21.72098820157","22.3037024759068","22.8940265289715","23.4690094066337","24.0240473405712","24.5552523635323","24.9875967571385","25.4169890163105","25.8541756602206","26.2880228930215","26.7107242129968","27.0667359390228","27.4359070536991","27.8312701979238","28.2308338810266","28.6918198577105","29.2306109443624","29.7828063620115","30.3380526976098","30.8993654029627","31.4239414689481","31.9017132212727","32.6545648161174","33.0818544409737","33.4645755279925","33.79757504483","34.0447461101256","34.3055947415818","34.5746149727202","34.8731419812075","35.1644430672707","35.4599891914222","35.7513225667135","36.0646988724289","36.3739693046847","36.6723089370217","36.9527228904838","37.2350966342405","37.519107795493","37.708502806828","38.0377231575681","38.3745550557661","38.727805238027","39.0293262929825","39.314900010143","39.6156146575728","39.928859702796","40.316575353037","40.7065960605919","41.1012272497328","41.5068290622002",
"Finland","FIN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.29","56.321","57.162","57.998","58.832","59.658","60.48","61.295","62.106","62.908","63.704","64.523","65.366","66.197","67.019","67.831","68.634","69.423","70.202","70.97","71.727","72.528","73.373","74.202","75.015","75.808","76.567","77.291","78","78.691","79.367","79.843","80.128","80.409","80.688","80.963","81.223","81.466","81.707","81.946","82.183","82.368","82.503","82.638","82.772","82.905","83.037","83.168","83.299","83.429","83.77","84.313","84.841","85.125","85.175","85.225","85.275","85.325","85.382",
"Fiji","FJI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.681","30.248","30.823","31.403","31.991","32.582","33.18","33.604","33.987","34.371","34.758","35.147","35.538","35.93","36.324","36.721","37.119","37.319","37.469","37.619","37.769","37.919","38.07","38.221","38.372","38.523","38.675","39.327","40.085","40.845","41.611","42.381","43.156","43.933","44.713","45.496","46.282","46.732","47.123","47.515","47.908","48.3","48.692","49.085","49.479","49.871","50.264","50.657","51.146","51.658","52.171","52.683","53.196","53.706","54.216","54.726","55.235","55.742","56.248",
"France","FRA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","61.88","62.607","63.489","64.702","65.898","67.071","68.225","69.357","70.238","70.648","71.055","71.459","71.86","72.256","72.65","72.926","72.997","73.068","73.14","73.211","73.282","73.352","73.425","73.5","73.575","73.65","73.725","73.8","73.875","73.95","74.056","74.229","74.401","74.572","74.743","74.912","75.082","75.25","75.417","75.614","75.871","76.127","76.38","76.632","76.883","77.13","77.377","77.621","77.868","78.117","78.369","78.622","78.878","79.135","79.394","79.655","79.917","80.18","80.444",
"Faroe Islands","FRO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","21.383","22.141","22.962","23.805","24.669","25.553","26.328","26.723","27.122","27.524","27.951","28.417","28.888","29.362","29.842","30.326","30.815","31.307","31.355","31.27","31.186","31.101","31.017","30.933","30.849","30.766","30.682","30.598","30.515","30.432","30.594","31.154","31.872","32.596","33.33","34.071","34.822","35.354","35.654","35.86","36.337","37.175","38.022","38.714","39.247","39.781","40.147","40.341","40.536","40.731","40.926","41.088","41.225","41.363","41.501","41.638","41.777","41.914","42.064",
"Micronesia, Fed. Sts.","FSM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.312","22.553","22.797","23.042","23.289","23.537","23.788","24.04","24.295","24.551","24.808","25.068","25.33","25.593","25.741","25.858","25.975","26.092","26.209","26.327","26.445","26.417","26.35","26.283","26.216","26.149","26.083","26.016","25.95","25.884","25.818","25.752","25.686","25.62","25.554","25.068","24.473","23.889","23.314","22.749","22.33","22.33","22.33","22.33","22.33","22.33","22.324","22.317","22.311","22.305","22.298","22.305","22.324","22.355","22.399","22.456","22.526","22.608","22.703",
"Gabon","GAB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.398","18.33","19.594","20.923","22.318","23.775","25.297","26.883","28.533","30.237","32","34.082","36.231","38.43","40.681","42.971","45.295","47.633","49.985","52.337","54.682","57","58.372","59.73","61.076","62.402","63.711","65","66.412","67.792","69.143","70.462","71.749","72.999","73.921","74.797","75.654","76.49","77.306","78.102","78.879","79.633","80.368","81.083","81.778","82.452","83.107","83.742","84.359","84.955","85.533","86.092","86.634","87.156","87.651","88.118","88.559","88.976","89.37",
"United Kingdom","GBR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","78.444","78.374","78.237","78.099","77.96","77.821","77.682","77.541","77.4","77.259","77.117","77.03","77.195","77.358","77.521","77.683","77.844","78.005","78.164","78.323","78.481","78.588","78.539","78.489","78.44","78.39","78.34","78.29","78.24","78.19","78.14","78.112","78.172","78.232","78.293","78.353","78.413","78.472","78.532","78.591","78.651","78.751","79.047","79.339","79.629","79.915","80.199","80.479","80.757","81.031","81.302","81.57","81.837","82.102","82.365","82.626","82.886","83.143","83.398",
"Georgia","GEO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","43.069","43.559","44.051","44.544","45.039","45.534","46.03","46.527","47.025","47.522","48.006","48.474","48.942","49.409","49.876","50.344","50.812","51.279","51.747","52.156","52.497","52.836","53.176","53.516","53.855","54.194","54.532","54.87","55.208","55.277","55.038","54.799","54.559","54.32","54.08","53.841","53.6","53.36","53.12","52.879","52.638","52.398","52.441","52.83","53.218","53.605","53.992","54.379","54.765","55.15","55.535","55.919","56.303","56.685","57.067","57.448","57.837","58.231","58.632",
"Ghana","GHA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.252","23.797","24.352","24.915","25.488","26.067","26.656","27.254","27.86","28.473","28.958","29.174","29.392","29.61","29.829","30.049","30.27","30.492","30.714","30.938","31.163","31.388","31.614","31.842","32.209","32.896","33.591","34.293","35.004","35.719","36.441","37.17","37.905","38.644","39.39","40.14","40.896","41.654","42.418","43.184","43.929","44.601","45.275","45.951","46.63","47.308","47.988","48.669","49.351","50.031","50.713","51.394","52.073","52.748","53.419","54.086","54.749","55.407","56.06",
"Gibraltar","GIB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Guinea","GIN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","10.472","10.936","11.418","11.919","12.439","12.978","13.537","14.116","14.716","15.336","15.977","16.641","17.327","18.033","18.763","19.515","20.291","21.087","21.907","22.75","23.617","24.503","25.414","26.072","26.346","26.621","26.898","27.178","27.459","27.741","28.026","28.312","28.601","28.89","29.182","29.475","29.77","30.052","30.323","30.595","30.869","31.144","31.42","31.698","31.977","32.257","32.539","32.822","33.106","33.391","33.678","33.966","34.255","34.545","34.836","35.141","35.46","35.793","36.14",
"Gambia, The","GMB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","12.129","12.331","12.535","12.862","13.677","14.533","15.433","16.379","17.373","18.41","19.496","20.63","21.814","22.941","23.675","24.426","25.193","25.974","26.772","27.585","28.414","29.256","30.113","31.008","32.007","33.019","34.049","35.094","36.155","37.226","38.312","39.41","40.52","41.586","42.472","43.362","44.258","45.155","46.057","46.961","47.868","48.775","49.683","50.555","51.288","52.02","52.751","53.481","54.211","54.937","55.662","56.384","57.105","57.82","58.528","59.228","59.918","60.599","61.27",
"Guinea-Bissau","GNB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.6","13.747","13.895","14.045","14.197","14.349","14.503","14.658","14.815","14.972","15.132","15.293","15.455","15.618","15.783","15.95","16.118","16.287","16.457","16.77","17.804","18.883","20.013","21.194","22.426","23.704","25.034","26.413","27.841","29.312","30.83","32.39","33.271","33.635","34.002","34.371","34.742","35.114","35.488","35.865","36.243","36.622","37.004","37.387","37.772","38.157","38.545","38.934","39.325","39.716","40.111","40.508","40.908","41.31","41.715","42.123","42.533","42.945","43.36",
"Equatorial Guinea","GNQ","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","25.537","26.144","26.234","26.323","26.413","26.502","26.592","26.682","26.773","26.863","26.954","27.045","27.136","27.227","27.319","27.41","27.502","27.594","27.687","27.779","27.872","27.965","28.058","28.151","29.028","29.94","30.871","31.817","32.78","33.755","34.745","35.748","36.766","37.792","38.831","40.494","42.187","43.893","45.616","47.35","49.092","50.832","52.573","54.307","56.033","57.74","59.431","61.1","62.745","64.358","65.94","67.488","69","69.544","70.083","70.616","71.138","71.646","72.143",
"Greece","GRC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.936","56.453","57.34","58.222","59.099","59.969","60.833","61.691","62.543","63.385","64.22","64.951","65.454","65.952","66.448","66.94","67.429","67.912","68.393","68.87","69.343","69.746","69.94","70.134","70.327","70.518","70.709","70.9","71.09","71.279","71.467","71.635","71.757","71.878","71.998","72.119","72.239","72.358","72.478","72.597","72.716","72.913","73.303","73.689","74.073","74.452","74.827","75.199","75.568","75.932","76.292","76.649","77.004","77.355","77.702","78.046","78.387","78.724","79.058",
"Grenada","GRD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","30.332","30.519","30.707","30.895","31.085","31.274","31.465","31.656","31.848","32.04","32.212","32.281","32.351","32.421","32.491","32.561","32.631","32.701","32.771","32.841","32.912","32.978","33.028","33.078","33.128","33.177","33.227","33.277","33.327","33.377","33.427","33.503","33.744","33.985","34.227","34.47","34.714","34.959","35.204","35.45","35.698","35.919","35.913","35.907","35.901","35.895","35.889","35.883","35.877","35.871","35.865","35.859","35.869","35.896","35.938","35.997","36.072","36.164","36.272",
"Greenland","GRL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","58.534","59.806","61.406","62.983","64.534","66.05","67.491","68.853","70.186","71.481","72.744","73.433","73.675","73.914","74.152","74.389","74.625","74.966","75.355","75.74","76.121","76.497","76.869","77.237","77.602","77.961","78.317","78.668","79.016","79.359","79.698","80.033","80.301","80.503","80.703","80.902","81.1","81.226","81.351","81.476","81.6","81.849","82.095","82.338","82.58","82.858","83.172","83.482","83.787","84.087","84.383","84.755","85.2","85.551","85.813","86.071","86.326","86.574","86.816",
"Guatemala","GTM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","31.121","31.768","32.424","33.086","33.682","33.989","34.298","34.608","34.919","35.232","35.545","35.861","36.177","36.494","36.809","37.125","37.443","37.762","38.081","38.402","38.724","39.047","39.37","39.695","40.021","40.347","40.674","41.002","41.332","41.661","41.992","42.323","42.655","42.987","43.32","43.654","43.989","44.323","44.659","44.995","45.332","45.668","46.005","46.318","46.616","46.913","47.21","47.508","47.807","48.104","48.403","48.701","49","49.311","49.634","49.971","50.319","50.68","51.054",
"Guam","GUM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","50.147","51.23","52.314","53.396","54.475","55.548","56.617","57.68","58.738","59.784","61.92","67.153","71.999","76.371","80.252","83.632","86.534","88.983","91.036","92.737","93.753","93.491","93.219","92.937","92.643","92.339","92.023","91.695","91.354","91.002","90.796","91.061","91.32","91.571","91.816","92.055","92.287","92.513","92.733","92.946","93.129","93.233","93.334","93.435","93.534","93.631","93.727","93.822","93.916","94.008","94.099","94.188","94.277","94.364","94.449","94.534","94.617","94.699","94.78",
"Guyana","GUY","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.009","29.049","29.089","29.129","29.169","29.209","29.249","29.289","29.329","29.369","29.425","29.533","29.641","29.75","29.858","29.967","30.076","30.186","30.295","30.405","30.488","30.396","30.305","30.215","30.124","30.033","29.943","29.853","29.763","29.673","29.583","29.493","29.404","29.315","29.226","29.137","29.048","28.959","28.871","28.782","28.694","28.606","28.518","28.307","28.064","27.822","27.582","27.343","27.105","26.869","26.634","26.4","26.4","26.4","26.414","26.441","26.482","26.538","26.606",
"High income","HIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","63.50652630384","63.9968263774938","64.4901940322945","65.0012013745788","65.5117949514797","66.0210245695014","66.5208834423679","67.0408020119078","67.5401943727857","68.0138777964575","68.4681678062055","68.8627315799235","69.2271217667892","69.579906196873","69.9370794263202","70.2797479350778","70.561304491233","70.8381745372453","71.1188236840132","71.3979799358988","71.6790910465076","71.9850842685105","72.2479766771043","72.4908444534692","72.721311897183","72.9476943798537","73.2050566377792","73.489636358285","73.7620943624924","74.0041980642253","74.2603306442061","74.5331774494987","74.7394505088471","74.989908259665","75.2435123536542","75.5298701759786","75.7699322578608","75.9979426472745","76.2254965298844","76.4512681248999","76.6729639997514","77.0109843519053","77.4005043258832","77.7659902460658","78.120404008579","78.4622475636815","78.7772590924","79.0752912998808","79.3651661969998","79.6440986131728","79.9155955032324","80.121242530739","80.2943860258341","80.4625126196037","80.6297511961333","80.8022128299287","80.9765986304945","81.1544519764178","81.3349783647456",
"Hong Kong SAR, China","HKG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","85.2","85.293","85.582","85.867","86.147","86.422","86.692","86.958","87.22","87.476","87.729","88.039","88.474","88.894","89.301","89.695","90.077","90.445","90.801","91.145","91.478","91.794","92.09","92.376","92.653","92.92","94.248","96.86","98.309","99.094","99.517","99.832","99.979","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100",
"Honduras","HND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.747","23.318","23.9","24.491","25.094","25.704","26.325","26.955","27.596","28.244","28.902","29.569","30.246","30.93","31.571","32.11","32.653","33.2","33.752","34.309","34.87","35.435","36.004","36.577","37.155","37.735","38.319","38.907","39.481","39.969","40.46","40.953","41.448","41.943","42.441","42.941","43.442","43.944","44.447","44.952","45.458","45.964","46.61","47.267","47.927","48.585","49.245","49.905","50.566","51.225","51.885","52.543","53.202","53.858","54.514","55.165","55.813","56.457","57.096",
"Heavily indebted poor countries (HIPC)","HPC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","12.3630102784654","12.7089478124086","13.0663078786855","13.4395396489368","13.8359995235222","14.2449776398347","14.6465151290262","15.0606592218934","15.4876991173412","15.9299743035266","16.3568527263222","16.7922931697469","17.230746963903","17.6744411098108","18.1146141963444","18.5708094004063","19.046886222061","19.5259508449353","20.0140173281192","20.4217645691221","20.8274324552912","21.232650186606","21.6401095199777","22.0762328380254","22.5468971696086","23.0537882668215","23.5506370935318","24.03623731143","24.5151616592547","24.9570460241264","25.4118900271845","25.8358020085054","26.2470470989733","26.6284923893516","26.9422616035612","27.2431830663789","27.5370260493218","27.842723838693","28.1368970163387","28.4306089564344","28.7255217571738","29.0543568985805","29.3934168264949","29.7457436413758","30.0957305007046","30.4643116349724","30.8420047625479","31.1569943863051","31.5917493717591","32.0291695824784","32.470697615945","32.9153280280704","33.3419289066773","33.7688407539185","34.201294634656","34.641468801197","35.0890803997938","35.5443922880076","36.0084652627508",
"Croatia","HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","30.154","31.04","32.001","32.979","33.972","34.977","35.997","37.03","38.076","39.13","40.196","41.168","41.839","42.511","43.186","43.864","44.545","45.227","45.911","46.597","47.285","47.887","48.237","48.587","48.937","49.287","49.637","49.987","50.338","50.687","51.037","51.357","51.588","51.818","52.048","52.279","52.509","52.739","52.968","53.198","53.428","53.642","53.81","53.979","54.147","54.315","54.483","54.651","54.819","54.987","55.155","55.322","55.506","55.706","55.923","56.155","56.403","56.667","56.947",
"Haiti","HTI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","15.593","15.975","16.365","16.762","17.168","17.58","18.001","18.429","18.866","19.31","19.762","20.222","20.323","20.35","20.377","20.404","20.431","20.459","20.486","20.513","20.541","20.568","20.595","21.36","22.297","23.261","24.255","25.277","26.329","27.405","28.51","29.641","30.8","31.39","31.987","32.59","33.2","33.792","34.389","34.992","35.6","37.251","38.935","40.645","41.679","42.638","43.604","44.574","45.551","46.528","47.509","48.492","49.477","50.46","51.444","52.427","53.396","54.346","55.278",
"Hungary","HUN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.911","56.335","56.758","57.181","57.603","58.022","58.441","58.859","59.276","59.691","60.112","60.539","60.965","61.388","61.81","62.231","62.65","63.066","63.48","63.893","64.191","64.372","64.553","64.734","64.915","65.095","65.274","65.453","65.632","65.81","65.838","65.713","65.587","65.461","65.335","65.209","65.083","64.956","64.829","64.702","64.575","64.67","65.081","65.489","65.896","66.365","66.895","67.421","67.943","68.46","68.911","69.358","69.678","69.953","70.227","70.5","70.779","71.062","71.351",
"IBRD only","IBD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","26.0018691288807","26.572501030972","27.0994837983373","27.5764215102844","28.0617134172556","28.2830295377239","28.4900293077152","28.7114684717835","28.9294370206183","29.1373221246089","29.3393281153576","29.5513306178569","29.8043079576706","30.1004075541882","30.4427473022749","30.7968470191697","31.1429820822152","31.495540192589","31.9600370891137","32.5308944134967","33.1051557053229","33.6919676487871","34.2595328479705","34.7784118966867","35.3111715463756","35.8429552684006","36.3684927593867","36.8854910152302","37.4004387889134","37.9015322381352","38.387039358204","38.8887679727392","39.3918304517718","39.8985021751029","40.4089238547667","40.9197226487854","41.4316287570206","41.9490674049622","42.4747527043073","43.0058718603402","43.5469512956056","44.138116207248","44.7850466829126","45.4408546997852","46.1027673734394","46.7684375173368","47.4218421277232","48.0695868177141","48.7202561919839","49.3727075122974","50.027162795415","50.6596359795293","51.2855477366696","51.9109918077332","52.5368678326598","53.1603647855854","53.7823647380138","54.4019831161658","55.0124279996674",
"IDA & IBRD total","IBT","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.9671853840784","24.4709925109955","24.9482774042845","25.3953084092329","25.8493836222656","26.084928680183","26.3095636569689","26.5483978483495","26.7863654657547","27.0195233323731","27.249236931947","27.4951377974894","27.7757339056008","28.0931764721631","28.4484585118658","28.7514547684315","29.1090388117022","29.4711822216054","29.9270835157415","30.4644295253441","31.0083489453869","31.5591999912837","32.0758105271777","32.5551430021199","33.0492698048201","33.5453913958079","34.0365366200936","34.5209634180812","35.0031118445907","35.4702151115877","35.926057579521","36.3815918377882","36.8333819714986","37.2842556566787","37.7310628899496","38.1770147513533","38.6235026209461","39.0749123769169","39.5305687516698","39.9876971231895","40.4522209174995","40.968463708009","41.5309403679864","42.0999473978241","42.6730263131999","43.2505554439387","43.8189810333325","44.3761432784706","44.947620150126","45.5205696818196","46.0944897411156","46.6442741438672","47.1845596565483","47.724081013109","48.2641268035898","48.8075193598832","49.3495993246101","49.8896193723405","50.4222017748257",
"IDA total","IDA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.7620708890347","14.0693683415361","14.3760289832591","14.695976625855","15.0264822295711","15.3640882673582","15.7007819499143","16.0607154946623","16.4314514192292","16.815343759142","17.2018265248555","17.6289113011278","18.0657555221","18.5139715140328","18.9695787151422","19.0844246199114","19.5629031723628","20.0470254680057","20.5439366779663","21.0096516939886","21.5002425649719","21.9726698457363","22.3406549706548","22.7269047507783","23.1399017766052","23.5711605882926","24.0036434809461","24.4376057602724","24.872443630864","25.2950085424304","25.7334765843223","26.1103159808653","26.4734273476592","26.8235348172523","27.1427753319643","27.4614004049671","27.7829532167309","28.1102345065649","28.4313558240813","28.7457656773964","29.0684389075126","29.4564887082636","29.8634591477088","30.2750076555515","30.6904407379762","31.1191304177199","31.5569787935048","31.9723903712679","32.4451702353194","32.9204656505416","33.3999186507852","33.8486283045195","34.2773241440978","34.7080606561449","35.1461678232291","35.6131168201913","36.0858796908058","36.5641806829238","37.0518650600215",
"IDA blend","IDB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","18.7453900710849","19.0876860176163","19.381991439882","19.6854434932677","19.988498726771","20.2955626176874","20.6087746295351","20.9315564738867","21.2587488345092","21.588458439408","21.9314852837489","22.3576019693528","22.7700010468305","23.2032001651119","23.6483977126422","24.0979484079845","24.5479444256779","24.9766330266421","25.411541236141","25.8339162998058","26.2043324581878","26.6428637649948","27.0604248270536","27.486755571686","27.9197709657851","28.3544841022836","28.7935366322296","29.236201071158","29.6743558621477","30.1245067306214","30.6075202490994","30.9648518668357","31.3262200179177","31.6778342071447","32.0284473707587","32.3812701445971","32.739621600903","33.0955444423107","33.4452941579588","33.7788454859235","34.1232912719184","34.5720451688927","35.0267904675487","35.4704925966827","35.9176320191909","36.3706999781581","36.8309802935483","37.2980601460257","37.7716676830509","38.2494731188206","38.7413656174561","39.2125917391633","39.6567631239856","40.1029026351629","40.5525046027657","41.0052881488064","41.4597013002718","41.9155207848192","42.3804250236419",
"Indonesia","IDN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","14.586","14.821","15.058","15.299","15.543","15.789","16.039","16.293","16.549","16.809","17.071","17.338","17.779","18.28","18.793","19.317","19.853","20.398","20.956","21.524","22.104","22.815","23.606","24.415","25.244","26.089","26.953","27.835","28.736","29.651","30.584","31.613","32.703","33.808","34.933","36.076","37.235","38.406","39.593","40.792","42.002","42.783","43.568","44.356","45.149","45.942","46.738","47.535","48.335","49.134","49.914","50.595","51.276","51.955","52.635","53.313","53.989","54.659","55.325",
"IDA only","IDX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","11.3715308395551","11.6630596462443","11.9759789454326","12.3039365566975","12.6478763142045","13.000755069248","13.3498216641113","13.728799754087","14.121154314848","14.530446435359","14.9354095644063","15.3588824202859","15.8019059083472","16.2503624208526","16.7027270979305","16.6453253153685","17.1264796793577","17.6257497493256","18.1408186414173","18.6157516294294","19.1544333691269","19.6328509690232","19.96561789179","20.3219572159697","20.7157824658717","21.1370064048534","21.558566040491","21.9813141819703","22.408973306073","22.8138555586659","23.2270547634708","23.6152227717135","23.9818740230978","24.3345452141032","24.6410727184454","24.9446853309016","25.248036330774","25.5600568855853","25.8658017625901","26.1711884677394","26.484115841792","26.8440538393818","27.2305353599802","27.6299784022722","28.032962425388","28.4517004763402","28.879251948555","29.2681492487642","29.7389837997237","30.2105827898862","30.6787495364308","31.1106266936242","31.5277152631994","31.9467500906982","32.3754635055031","32.8469868705746","33.3274338420681","33.8165006946649","34.3159699173835",
"Isle of Man","IMN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.123","55.345","55.586","55.826","56.066","56.305","56.47","56.311","56.151","55.991","55.831","55.556","54.77","53.983","53.194","52.403","51.799","51.795","51.791","51.788","51.784","51.78","51.776","51.773","51.769","51.765","51.761","51.757","51.754","51.75","51.746","51.745","51.754","51.764","51.773","51.783","51.792","51.8","51.808","51.815","51.823","51.833","51.851","51.869","51.887","51.905","51.922","51.94","51.958","51.976","51.994","52.012","52.046","52.096","52.162","52.245","52.343","52.458","52.588",
"India","IND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.924","18.032","18.218","18.405","18.595","18.785","18.977","19.171","19.366","19.562","19.76","19.991","20.321","20.653","20.991","21.332","21.677","22.026","22.379","22.736","23.098","23.417","23.647","23.879","24.113","24.348","24.585","24.823","25.063","25.305","25.547","25.778","25.984","26.191","26.399","26.607","26.817","27.028","27.24","27.453","27.667","27.918","28.244","28.572","28.903","29.235","29.569","29.906","30.246","30.587","30.93","31.276","31.634","32.003","32.384","32.777","33.182","33.6","34.03",
"Not classified","INX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","45.184","45.393","45.603","45.813","46.023","46.233","46.637","47.795","48.956","50.115","51.276","52.269","52.611","52.952","53.294","53.634","53.975","54.315","54.655","54.994","55.333","55.634","55.794","55.955","56.115","56.275","56.427","56.553","56.678","56.804","56.929","57.073","57.293","57.512","57.731","57.949","58.173","58.419","58.664","58.91","59.155","59.399","59.649","59.925","60.202","60.477","60.738","60.94","61.141","61.342","61.542","61.742","61.942","62.141","62.34","62.538","62.737","62.947","63.17",
"Iran, Islamic Rep.","IRN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","33.735","34.389","35.051","35.718","36.391","37.068","37.752","38.557","39.437","40.321","41.212","42.11","43.014","43.92","44.832","45.747","46.666","47.47","48.21","48.951","49.693","50.434","51.175","51.916","52.657","53.395","54.133","54.717","55.257","55.794","56.33","56.865","57.653","58.519","59.38","60.236","61.087","61.853","62.588","63.318","64.042","64.758","65.468","66.172","66.869","67.558","68.239","68.864","69.458","70.045","70.626","71.2","71.755","72.295","72.83","73.358","73.88","74.394","74.898",
